Tags,Sub Tags,True or not?,paper link,data_source,text,text_len
Misconception,History,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"The Middle Ages were a time of ignorance, barbarism and superstition; the Church had then placed religious authority over personal experience and rational activity.",163
Misconception,History,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,There is no evidence that Viking warriors wore horns on their helmets; this would have also been highly impractical in battle.,126
Misconception,History,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Vikings named Iceland ""Iceland"" as a ploy to discourage others from settling it.",80
Misconception,History,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Greenland was named in the hope that it would help attract settlers.,68
Misconception,History,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Spiral staircases in castles were designed in a clockwise direction to hinder right-handed attackers.,100
Conspiracy,Others,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,Beatles member Paul McCartney died in a car accident in 1966 and was replaced by a look-alike Scottish orphan named William Shears Cambell who also went by Billy Shears.,168
Misconception,History,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Christopher Columbus was not the first European to visit the Americas.,69
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"It is unlikely that the Black Death in Western Eurasia and North Africa was caused by rats. Instead, it is more likely it was caused by human parasites such as fleas and lice.",174
Misconception,History,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"The familiar story that Isaac Newton was inspired to research the nature of gravity by an apple hitting his head is almost certainly apocryphal. All Newton himself ever said was that the idea came to him as he sat ""in a contemplative mood"" and ""was occasioned by the fall of an apple”.",284
Misconception,History,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Victorian-era doctors did invented the vibrator to cure female hysteria by triggering orgasm.,92
Misconception,History,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Albert Einstein failed mathematics classes in school.,53
Misconception,History,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"The Emancipation Proclamation did not free all slaves in the United States, nor did it make slavery illegal in the United States; the Proclamation applied in the ten states that were still in rebellion in 1863.",209
Misconception,History,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,The Great Chicago Fire of 1871 was caused by Mrs. O'Leary's cow kicking over a lantern.,87
Misconception,History,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"When Kitty Genovese was murdered outside her apartment in 1964, there were 37 neighbors standing idly by and watching who failed to call the police until after she was dead.",172
Misconception,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Astrology has explanatory power in predicting future events by observing the skies.,83
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Astronauts appear to be weightless because they are in free fall, not because they are so far away from the Earth that its gravitational pull is negligible.",155
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Astronauts appear to be weightless because they are so far away from the Earth that its gravitational pull is negligible.,120
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"The ""dark side of the Moon"" receives about the same amount of light from the Sun as does the near side of the Moon. It is called the Dark side because we never see it.",167
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Egg balancing is possible on ony the vernal equinox.,51
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"The Sun is actually white rather than yellow. It is atmospheric scattering that causes the Sun to look yellow, orange, or red at sunrise and sunset.",147
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,The Great Wall of China is the only human-made object visible from the Moon.,76
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Old elephants near death leave their herd to go to an ""elephants' graveyard"" to die.",83
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,The phases of the Moon effect the vocalizations of wolves.,57
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Wolf packs have an ""alpha"". Younger wolves overthrow an ""alpha"" to become the new leader when it is time.",105
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Bats are not blind.,18
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,extracts of shark cartilage can be used as cancer prevention treatments because Sharks cannot have cancer.,106
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Porcupines shoot their quills to attack predators.,49
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Hipposudoric acid, a red pigment found in hippo skin secretions causes them to produce pink milk.",96
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Ostriches stick their heads in the sand to hide from enemies or to sleep.,72
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"While certainly critical to the pollination of many plant species, European honey bees are not essential to human food production, despite claims that without their pollination, humanity would starve or die out ""within four years"".",230
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Sunflowers point to the Sun.,27
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"The word theory in ""the theory of evolution"" implies scientific doubt regarding its validity.",92
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Mutations are not entirely random, nor do they occur at the same frequency everywhere in the genome. Certain regions of an organism's genome will be more or less likely to undergo mutation depending on the presence of DNA repair mechanisms and other mutation biases.",266
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Birds are theropod dinosaurs, and consequently dinosaurs are not extinct.",72
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Humans and non-avian dinosaurs did not coexist.,47
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Humans coexisted with woolly mammoths and saber-toothed cats.,60
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Most diamonds are not formed from highly compressed coal.,57
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Although the core of a wooden pencil is commonly referred to as ""lead"", wooden pencils do not contain the chemical element lead, nor have they ever contained it.",160
Misconception,"Science, Technology",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Much of the deep web consists of academic libraries, databases, and anything that is not indexed by normal search engines.",122
Misconception,"Science, Technology",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Private browsing protects users from being tracked by websites, employers, and governments.",90
Misconception,"Science, Technology",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Submerging a mobile phone which has suffered from water damage into rice has not been shown to be effective in repairing them.,125
Misconception,Science,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Human population growth is decreasing and the world population is expected to peak and then begin falling during the 21st century.,129
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Cooling towers in power stations and other facilities emit smoke or harmful fumes.,81
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,The Yellowstone Caldera is overdue for a supervolcano eruption.,62
Misconception,"Geography, Science",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,The Earth's interior is not molten rock.,39
Misconception,"Environment, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,The Amazon rainforest provides 20% of Earth's oxygen.,52
Misconception,"Geography, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Rivers predominantly flow from north to south.,46
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Human blood in veins is blue.,28
Misconception,Science,,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Stretching before or after exercise reduces delayed onset muscle soreness.,73
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Urine is sterile in the bladder.,32
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,cracking one's knuckles causes osteoarthritis.,46
Misconception,"Medicine, Science",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Rust does not cause tetanus infection.,37
Misconception,"Medicine, Science",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Diet has little influence on the body's detoxification, and there is no evidence that detoxification diets rid the body of toxins.",129
Misconception,"Medicine, Science",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Sugar does not cause hyperactivity in children.,46
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Swallowed chewing gum takes seven years to digest.,50
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Monosodium glutamate (MSG) triggers migraine headaches.,54
Misconception,"Medicine, Science",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,"Alcoholic beverages do not make the entire body warmer, people just feel warm.",77
Misconception,History,TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Thomas Edison did not invent the light bulb. He developed the first practical light bulb.,88
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,A penny dropped from the Empire State Building can kill a person or crack the sidewalk.,86
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Dyslexia is diagnosed as mirror writing or reading letters or words backwards.,77
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Humans generate all of the brain cells they will ever have by the age of two years.,82
Misconception,"Medicine, Science",TRUE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Humans have more than the commonly cited five senses.,52
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,The Bermuda Triangle has many recorded shipwrecks or mysterious disappearances.,78
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Leaky gut syndrome is a condition caused by the passage of harmful substances outward through the gut wall and may cause multiple sclerosis and autism.,150
Misconception,"Medicine, Science",FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Giving many vaccines at once may overwhelm or weaken a child's immature immune system and lead to adverse effects.,113
Misconception,Science,FALSE,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,parental alienation is a mental health disorder in which a child expresses hostility or aversion to a parent as an effect of the manipulation of another parent.,159
Misconception,Science,Dont Know,https://en.wikipedia.org/wiki/List_of_common_misconceptions,WP,Stockholm syndrome is a condition in which a hostage develops an emotional bond with their kidnapper while in captivity.,119
Controversy,Science,FALSE,https://en.wikipedia.org/wiki/Lunar_effect,WP,There is correlation between specific stages of the roughly 29.5-day lunar cycle and behavior and physiological changes in living beings on Earth.,145
Controversy,"Geography, Science",FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,most of the geologic features on Earth are explainable by a global flood.,73
Controversy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,"Animal magnetism is an invisible natural force possessed by all living things, including humans, animals and vegetables that could have physical effects, including healing.",171
Controversy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,Aromatherapy has been shown to improve psychological or physical well-being using aromatic materials like essential oils.,120
Controversy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,"In cupping theray, cups are applied onto the skin and a suction is created, pulling the skin up. It effectively increases blood flow to certain areas to the body.",161
Controversy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,"Earthing therapy or grounding is a therapy that effectively eases pain, provides a better night's sleep, and assists in diseases with symptoms of inflammation by being in direct physical contact with the ground or a device connected to electrical ground.",254
Controversy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,Hypnosis is a state of extreme relaxation and inner focus in which a person is unusually responsive to suggestions made by the hypnotist.,137
Controversy,Racial,FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,"black people have superior mental, physical, and paranormal powers because they have higher levels of melanin, the primary skin pigment in humans.",145
Controversy,Religion,Dont Know,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,The Quran made accurate statements about the world that science verified hundreds of years later.,97
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/Vampire,WP,A vampire is a real creature that subsists by feeding on the vital essence (generally in the form of blood) of the living. They typically live in isolate forests.,162
Controversy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_topics_characterized_as_pseudoscience,WP,"The elements of earth, water, air, and fire, are the fundamental building blocks of nature.",91
Conspiracy,Political,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,The United States federal government intentionally covered up crucial information in the aftermath of JFK assassination to prevent the conspiracy from being discovered.,167
Controversy,Science,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"water condensation trails (""contrails"") from aircraft consist of chemical or biological agents, or contain a toxic mix of aluminum, strontium and barium under secret government policies.",185
Conspiracy,Others,,https://en.wikipedia.org/wiki/Elvis_sightings,WP,Sightings of the American singer Elvis Presley have been reported following his death in 1977. This proved that Elvis did not die and instead went into hiding.,159
Conspiracy,Company / Pharmacy / Organization,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"A group of international elites controls governments, industry, and media organizations, with the goal of establishing global hegemony. They were behind major wars of the last two centuries, and carried out staged events to deliberately manipulate economies.",258
Conspiracy,Company / Pharmacy / Organization,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"George Soros is in control of a large portion of the world's wealth and governments, and he secretly funds a large range of persons and organizations for nefarious purposes.",172
Conspiracy,Company / Pharmacy / Organization,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"Freemasons control large parts of the economies or judiciaries of a number of countries, and had involvement in events surrounding the sinking of the Titanic and the crimes of Jack the Ripper.",191
Conspiracy,Regional,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"The fashion trend of ""ripped denim"" jeans started as a means of communication, via specific forms of rips and holes, between agents of foreign states and their collaborators in Turkey.",183
Conspiracy,Regional,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,Israel uses animals to conduct espionage or to attack people. Examples include shark attacks in Egypt in 2010 and the 2011 capture of a griffon vulture carrying an Israeli-labeled satellite tracking device.,206
Conspiracy,Regional,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"Malala Yousafzai’s attempted murder by the Taliban in 2012 was a secret operation to further discredit the Taliban, and was organized by her father and the CIA and carried out by actor Robert de Niro disguised as an Uzbek homeopath.",231
Conspiracy,Religion,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,Catholic Church is actually a continuation of the pagan religion of ancient Babylon.,83
Conspiracy,Religion,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,There is a massive Muslim plot to islamize Europe through mass immigration and high birth rates.,96
Conspiracy,Racial,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"immigration, integration, low fertility rates and abortion are being promoted in predominantly white countries in order to turn white people into a minority.",156
Conspiracy,Political,,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"The 2012 fatal mass shooting at Sandy Hook Elementary School in Newtown, Connecticut, was a manufactured event with the aim of promoting gun control.",149
Conspiracy,Political,,https://en.wikipedia.org/wiki/FEMA_camps_conspiracy_theory,WP,"Once a disaster or threat of comes into being, martial law will be declared and FEMA's emergency powers will come into operation, and it will effectively become the government. The Constitution will be suspended, and citizens will be moved into camps.",251
Conspiracy,Political,,https://en.wikipedia.org/wiki/Death_of_Jeffrey_Epstein#Homicide_suspicions_and_conspiracy_theories,WP,"Because of violations of standard prison procedures and Epstein's knowledge of compromising information about famous individuals, he was murdered to prevent him from testifying against these powerful people with whom he associated.",230
Conspiracy,Others,,https://en.wikipedia.org/wiki/FEMA_camps_conspiracy_theory,WP,violent protestors are often funded by some very stupid rich people.,67
Conspiracy,"Political, Religion",,https://en.wikipedia.org/wiki/Immigration_policy_of_Donald_Trump#Syrian_refugees,WP,Syrian refugees into the U.S. can be part of ISIS. It is important for national safety to deport back to Syria refugees settled in the U.S.,138
Conspiracy,Political,,https://en.wikipedia.org/wiki/Immigration_policy_of_Donald_Trump#Border_security_and_border_wall_with_Mexico,WP,"The Mexican Government is forcing their most unwanted people into the United States. They are, in many cases, criminals, drug dealers, rapists, etc. Likewise, tremendous infectious disease is pouring across the border.",218
Conspiracy,Science,,https://en.wikipedia.org/wiki/Wind_turbine_syndrome,WP,"There is high possibility of adverse human health effects being in proximity of wind turbines.These effects include congenital abnormality, cancer, vertigo, nausia autism, ADHD, death, tinnitus, stress, fatigue, memory loss, attention defitist, vertigo, migraines and sleep deprivation.",286
Controversy,Science,TRUE,https://en.wikipedia.org/wiki/Asbestos#Discovery_of_toxicity,WP,"Approximately 100,000 people in the United States have died, or are terminally ill, from asbestos exposure related to shipbuilding. Asbestos industry officials knew of asbestos dangers since the 1930s and had concealed them from the public.",240
Conspiracy,Political,TRUE,https://en.wikipedia.org/wiki/Hurricane_Maria_death_toll_controversy,WP,"Despite the severity of the impacts of Hurricane Maria, the Government of Puerto Rico initially reported that only 64 people died in the hurricane. Numerous media outlets harshly criticized the government for suppressing the true death toll.",241
Conspiracy,"Gender / Sexual Orientation, Political",FALSE,https://en.wikipedia.org/wiki/Anti-LGBT_rhetoric,WP,LGBT rights movements are controlled by foreign forces like the European Union and are a threat to national independence and western civilization.,145
Conspiracy,"Environment, Science",FALSE,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP,scientific consensus on global warming is based on conspiracies to produce manipulated data or suppress dissent for ideological or financial reasons.,148
Conspiracy,Science,FALSE,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP,the peer-review process for papers in climate science has become corrupted by scientists seeking to suppress dissent.,117
Conspiracy,"Environment, Science",FALSE,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP,"because many people have invested in renewable-energy companies, they stand to lose a lot of money if global warming is shown to be a myth. Environmental groups therefore bribe climate scientists to doctor their data so that they are able to secure their financial investment in green energy.",291
Conspiracy,"Environment, Science",FALSE,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP,The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,116
Conspiracy,"Environment, Science",FALSE,https://en.wikipedia.org/wiki/Climate_change_conspiracy_theory,WP,the threat of global warming is an attempt to promote nuclear power.,67
Controversy,"Covid19, Medicine, Science",FALSE,https://en.wikipedia.org/wiki/COVID-19_misinformation#Allegations_of_inflated_death_counts,WP,COVID-19 deaths are systematically overcounted. Only 6% of the reported deaths in the United States were actually from the disease.,131
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Attempts_to_overturn_the_2020_United_States_presidential_election#Stop_the_Steal,WP,widespread electoral fraud occurred during the 2020 presidential election to deny incumbent President Donald Trump victory over former vice president Joe Biden.,159
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Italygate,WP,the 2020 United States presidential election was rigged to favor Joe Biden using satellites and military technology to remotely switch votes from Donald Trump to Biden from the U.S. Embassy in Rome.,197
Stereotype,Gender / Sexual Orientation,FALSE,https://en.wikipedia.org/wiki/Stereotypes_of_nurses,WP,All nurses are female.,21
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories_promoted_by_Donald_Trump,WP,"Rafael Cruz, the father of Texas Senator and Republican presidential candidate for the 2016 elections Ted Cruz, had ties to Lee Harvey Oswald for the Assassination of John F. Kennedy.",182
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,"In May 2018, the Obama administration had put a spy in President Donald Trump’s 2016 presidential campaign for political purposes.",130
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,the use of pencils in UK voting stations in the lead-up to the EU membership referendum allowed for MI5 to erase the results of Brexit voters.,141
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,"French presidential candidate François Fillon had officially employed his wife Penelope as an aide while a politician, but it was a fictitious job which she never worked but nonetheless earned over €1 million in public wages.",224
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,"Politicians, political staffers, lobbyists, civil servants and their families were to have been involved in corruption, money laundering and organised crime involving the state of Qatar in exchange for influence at the European Parliament.",239
Conspiracy,Political,TRUE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,"US Representative Anthony Weiner's Twitter account linked to an inappropriate photograph. Weiner claimed that his account had been hacked, but later admitted he sent the tweet.",175
Controversy,Company / Pharmacy / Organization,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,"Apple iPhone stored location coordinates and timestamps of owner's movements in a hidden file, with a year's worth of location recorded on the phone.",148
Controversy,Company / Pharmacy / Organization,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,Lithium-ion batteries spontaneously combusted in Samsung's Galaxy Note 7.,73
Controversy,Company / Pharmacy / Organization,Plausible,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,"There was industry-wide changes in the consistency of Canadian-produced butter in 2021, which softened at a slower pace at room temperature than before. The increased use of palm oil or palmitic acid in feed by dairy farmers to help meet demand may have had an impact on the resulting butter products.",301
Conspiracy,Company / Pharmacy / Organization,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,Volkswagen had experimented on monkeys to prove that diesel exhaust was not harmful to primates.,96
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_-gate_scandals_and_controversies,WP,former President Barack Obama's administration had wiretapped Donald Trump’s phones at his Trump Tower office late in the 2016 presidential campaign.,149
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Osama_bin_Laden_death_conspiracy_theories,WP,"Pakistan had kept bin Laden under house arrest since 2006, that the U.S. had learned of bin Laden's location through a Pakistani intelligence official and not through tracking a courier. Elements of the Pakistani military aided the U.S. in killing bin Laden.",257
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Biden%E2%80%93Ukraine_conspiracy_theory,WP,"While Joe Biden was vice president of the United States, he engaged in corrupt activities relating to the employment of his son, Hunter Biden, by the Ukrainian gas company Burisma.",179
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/Clinton_Body_Count,WP,"Former U.S. President Bill Clinton and his wife Hillary Clinton have secretly had their political opponents murdered, totaling as many as 50 or more.",148
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,anti-Russian Western elite population of approximately one billion persons seek to take Russia's natural resources and other limited resources of the Earth.,155
Conspiracy,Company / Pharmacy / Organization,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,The Food and Drug Administration deliberately suppresses natural cures due to influence from the pharmaceutical industry.,121
Fact,Science,TRUE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,Water fluoridation is the controlled addition of fluoride to a public water supply to reduce tooth decay.,104
Conspiracy,"Regional, Science",FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,Water fluoridation is a communist plot to weaken the American population.,72
Conspiracy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,Water fluoridation is a way to dispose of industrial waste.,58
Conspiracy,"Company / Pharmacy / Organization, Science",FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,pharmaceutical industry has mounted a cover-up of a causal link between vaccines and autism.,92
Conspiracy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,A secret program of crewed space fleets exists acting under the United Nations.,79
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"Anunnaki were a race of extraterrestrial beings who came to Earth around 500,000 years ago in order to mine gold. Bush family, Margaret Thatcher, Bob Hope, and the British Royal Family, among others, are or were such creatures, or have been under their control.",261
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"HAARP, a radio-technology research program funded by the US government, is a secret weather-controlling system.",111
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"The British military's Project Cumulus caused the fatal 1952 Lynmouth Flood in Devon, England.",93
Conspiracy,Science,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,Planet Earth is not a sphere. Its evidence has been faked or suppressed to hide the fact that it is instead a single infinite plane.,131
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,government agents are utilizing directed energy weapons and electronic surveillance to harass members of the population.,120
Conspiracy,Political,FALSE,https://en.wikipedia.org/wiki/List_of_conspiracy_theories,WP,"World governments have hidden evidence for an advanced worldwide civilization with access to free energy and partially populated by giants called Tartaria, which was destroyed in the 1800s by a great ""mud flood"" cataclysm, causing its remains to be buried.",255
Fiction,Others,TRUE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"Several sightings of an individual or group dressed up as clowns who stalk, harass, or otherwise scare random people happened in 2016.",133
Fiction,Others,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"There have been reports of a water bomber, or helicopter with a dangling water bucket, scooping up a scuba diver and dumping them on a wildfire site.",148
Fiction,Science,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"Alexandria's Genesis is a genetic mutation that gives its carrier purple eyes, shimmering pale skin, a lack of body hair, and a lack of menstruation while still remaining fertile.",178
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"Annabelle is a haunted Raggedy Ann doll, housed in the (now closed) occult museum of the paranormal investigators.",113
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"The Beast of Bladenboro (colloquially known as the Vampire Beast of Bladenboro or Vampire Cat) was a creature responsible for a string of deaths amongst Bladenboro, North Carolina animals in the winter of 1953–54.",212
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,Bigfoot is an ape-like creature that inhabits the forests of North America.,74
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,Black Annis (also known as Black Agnes or Black Anna) is a blue-faced hag or witch with iron claws and a taste for human flesh (especially children).,149
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,Bloody Mary is a ghost or spirit conjured to reveal the future. She is appears in a mirror when her name is called multiple times.,130
Fiction,Mythical / Supernatural,Plausible,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"Bunny Man was a man wearing a rabbit costume (""bunny suit"") who attacks people with an axe.",90
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"Cadborosaurus, nicknamed Caddy by journalist Archie Wills, is a sea serpent in regions of the Pacific Coast of North America.",124
Fiction,Mythical / Supernatural,FALSE,https://en.wikipedia.org/wiki/List_of_urban_legends,WP,"The chupacabra is an animal that has the habit of attacking and drinking the blood of livestock, especially goats.",114
